status,summary_file,date,title,church,summary_speaker,detected_speaker,redetected_try2,video_url
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-08-14,The Making of the Bride,,Bro. Danny del Mundo,Danny del Mundo,Danny Del Mundo,https://www.youtube.com/watch?v=ij1N5bkF37k
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-08-13,Where Is Jesus Now,,Pastor Tim Pruitt,Tim Pruitt,Tim Pruitt,https://www.youtube.com/watch?v=sNWJkQAYO-g
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-07-31,Let Revival Come,,Bro. Joe Adams,Joe Adams,Joe Adams,https://www.youtube.com/watch?v=LEO1N568XQI
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-08-07,Preserved in Christ,,Bro. Craig Booher,Craig Booher,Craig Booher,https://www.youtube.com/watch?v=3yRxTU3axj8
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-08-08,We Shall Remain,,Bro. Aaron Oglesby,Aaron Oglesby,Aaron Oglesby,https://www.youtube.com/watch?v=RIUi8B1k2nQ
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-07-14,"The People of the Book, Part 47 (The Night of the Exodus)",,Pastor Tim Pruitt,Tim Pruitt,Tim Pruitt,https://www.youtube.com/watch?v=GkiE7CJAf8w
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-06-24,"The People of the Book, Part 43 (The New Beginning)",,Pastor Tim Pruitt,Tim Pruitt,Tim Pruitt,https://www.youtube.com/watch?v=HCOLhbNw69M
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-06-19,Wait Upon the Lord,,"Bro. Craig Booher (Wednesday, June 19, 2019)",Craig Booher,Craig Booher,https://www.youtube.com/watch?v=EoNXKYFAiIo
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-06-16,"The People of the Book, Part 42 (Preparations for the Passover)",,Bro. Tim Pruitt,Tim Pruitt,Tim Pruitt,https://www.youtube.com/watch?v=rQqjEscPT-M
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-06-12,Deliver the Barley,,"Bro. Aaron Oglesby (June 12, 2019) at Evening Light Tabernacle",Aaron Oglesby,Aaron Oglesby,https://www.youtube.com/watch?v=J0bJrfTYkPU
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-06-05,Getting in the Spirit,,Bro. Timothy Pruitt,Timothy Pruitt,Timothy Pruitt,https://www.youtube.com/watch?v=J48EG9A_04I
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-06-02,And the Spirit of God Moved,,Bro. Timothy Pruitt ministering,Timothy Pruitt ministering,Timothy Pruitt Ministering,https://www.youtube.com/watch?v=L1ljzl7ItsE
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-04-23,Another Paradox,,Bro. Andrew Glover at Evening Light Spring Youth Camp,Andrew Glover,Andrew Glover Light Spring,https://www.youtube.com/watch?v=hrrP_MaziRo
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-04-07,Impacted by the Wine and Oil,,Minister John Andes,John Andes,John Andes,https://www.youtube.com/watch?v=QUn8e5QjkkE
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-04-07,Repairing Your Personal Altar,,Minister John Andes,John Andes,John Andes,https://www.youtube.com/watch?v=Pgl77QVPb_4
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2019-01-27,"The People of the Book, Part 28 (The Mercy Seat in Full View)",Evening Light Tabernacle,Mercy Seat,Tim Pruitt ministers,Mercy Seat,https://www.youtube.com/watch?v=ur5PEtksxCs
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2018-11-04,"The People of the Book, Part 17 (Born in the Homeland) - Tim Pruitt",Evening Light Tabernacle,Tim Pruitt,Tim Pruitt ministering,Tim Pruitt,https://www.youtube.com/watch?v=aip2UI5r_iw
ErroneousLabel,Evening_Light_Tabernacle_Summary.csv,2018-10-15,You Always Answer Me,,Sheri LaFontaine,You Always Answer Me,Sheri Lafontaine,https://www.youtube.com/watch?v=eqsNSBAik1g
UnknownNeedsName,Evening_Light_Tabernacle_Summary.csv,2018-07-22,"This Is The Year - Philip, Mandy, and Jessica",Evening Light Tabernacle,Unknown Speaker,Philip,Philip,https://www.youtube.com/watch?v=CelCaFzwycY
ErroneousLabel,Faith_Tabernacle_Summary.csv,2025-07-20,Pastor Shawn Martin Holiness,,A People Separated Unto The,Shawn Martin,Shawn Martin Holiness,https://www.youtube.com/watch?v=JFSdPzC-5Yk
ErroneousLabel,Faith_Tabernacle_Summary.csv,2025-07-06,Pastor Shawn martin Holiness,,A People Separated Unto,Shawn martin,Shawn Martin Holiness,https://www.youtube.com/watch?v=h9W0O_plYr0
ErroneousLabel,Faith_Tabernacle_Summary.csv,2024-08-05,Brother Matthew McClard Into Our Place,,Come Up Higher,Matthew McClard,Come Up Higher,https://www.youtube.com/watch?v=2z5gH7sf660
ErroneousLabel,Flagstaff_Mission_Tabernacle_Summary.csv,2024-07-12,Such An Awesome God- Isaac Robson and Hailey Bohannon,Flagstaff Mission Tabernacle,Such An Awesome,Such An Awesome God,Such Awesome,https://www.youtube.com/watch?v=hlQ261dAIF0
ErroneousLabel,Flagstaff_Mission_Tabernacle_Summary.csv,2024-07-12,Quiero Ser Mas Como Tu- Bro Rolando,,Quiero Ser Mas Como Tu,Rolando,Rolando,https://www.youtube.com/watch?v=169s_o5dHM4
ErroneousLabel,Flagstaff_Mission_Tabernacle_Summary.csv,2024-07-12,In The Garden- Stephen Martinez,,In The,Stephen Martinez,Stephen Martinez,https://www.youtube.com/watch?v=XvBPAA4nYuI
ErroneousLabel,Flagstaff_Mission_Tabernacle_Summary.csv,2023-03-11,Almost Home- Flag Tab Choir,Flagstaff Mission Tabernacle,Flag Tab,Almost Home,Almost Home,https://www.youtube.com/watch?v=FkbQsLJqgRs
UnknownNeedsName,Flagstaff_Mission_Tabernacle_Summary.csv,2023-03-11,New Wine- Bro. IT,Flagstaff Mission Tabernacle,Unknown Speaker,IT,It,https://www.youtube.com/watch?v=pCvJcWVkqo0
UnknownNeedsName,Flagstaff_Mission_Tabernacle_Summary.csv,2023-03-07,Place Of Freedom- Bro. IT Mojolabe,Flagstaff Mission Tabernacle,Unknown Speaker,IT Mojolabe,It Mojolabe,https://www.youtube.com/watch?v=UZlGQyUK-L8
UnknownNeedsName,Flagstaff_Mission_Tabernacle_Summary.csv,2023-03-07,The Blood- Sis. Liz & Bro. Isaac,Flagstaff Mission Tabernacle,Unknown Speaker,Isaac,Isaac,https://www.youtube.com/watch?v=zlWGRSygSl8
UnknownNeedsName,Flagstaff_Mission_Tabernacle_Summary.csv,2023-03-07,Written In Red- Bro. IT & Bro. Stephen,Flagstaff Mission Tabernacle,Unknown Speaker,Stephen,Stephen,https://www.youtube.com/watch?v=B1SDYTCrftM
UnknownNeedsName,Flagstaff_Mission_Tabernacle_Summary.csv,2023-03-07,Carry Your Candle- Bro. IT Mojolabe,,Unknown Speaker,IT Mojolabe,It Mojolabe,https://www.youtube.com/watch?v=xB_cJ9R9CjE
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2025-02-16,There is Power in the Blood,,Forgiveness,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=PwuXYePx-dw
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2025-02-15,There is Power in the Blood,,Forgiveness,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=GS_8YsfZV8s
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-12-29,"Bro. Ron Spencer December 29, 2024",,"Engage The Enemy, He Will Flee",Ron Spencer,He Will Flee,https://www.youtube.com/watch?v=9iGtNRkfWOs
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-12-28,"Bro. Andrew Spencer December 28, 2024",,Expectation For The King,Andrew Spencer,Expectation King,https://www.youtube.com/watch?v=N1GZG2l3FqY
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-12-22,"Bro. Ron Spencer December 22, 2024",,the Birth,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=X0x9UKCrbgY
UnknownNeedsName,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-12-21,FGLT 2024 Christmas Play - His Promise,Full Gospel Lighthouse Tabernacle,Unknown Speaker,His Promise,Promise,https://www.youtube.com/watch?v=sxic15gVqH8
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-12-14,"Bro. Andrew Spencer December 14, 2024",,Where Is He King,Andrew Spencer,Where He King,https://www.youtube.com/watch?v=nRr_mUK48f0
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-12-08,"Bro. Ron Spencer December 8th, 2024",,The Season of Supernatural,Ron Spencer,Season Supernatural,https://www.youtube.com/watch?v=NyhSsm00FeY
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-12-01,"Bro. Kelly Hildebrandt December 1, 2024",,Christ The Word Is Welcome,Kelly Hildebrandt,Christ Welcome,https://www.youtube.com/watch?v=xth_TsVQRno
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-11-30,"Bro. Kelly Hildebrandt November 30, 2024",,Glory Of The,Kelly Hildebrandt,Kelly Hildebrandt,https://www.youtube.com/watch?v=TcNKVs57rtw
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-11-17,"Bro. Andrew Spencer November 17, 2024",,What Makes,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=RGhncG51oFQ
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-11-16,"Bro. Joe Harrah November 16, 2024",,Are You Becoming,Joe Harrah,You Becoming,https://www.youtube.com/watch?v=RoxmfkVUKHw
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-11-10,"Bro. Wayne Lawson on November 10, 2024",,The Battle of Perspective,Wayne Lawson,Wayne Lawson,https://www.youtube.com/watch?v=ir5U8kYT6xo
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-11-03,"Bro. Ron Spencer November 3, 2024",,I Met,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=uGvmNy8x5TA
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-10-27,"Bro Ron Spencer October 27, 2024",,Death Of An,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=s9TLj3tGg8I
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-10-26,"Bro Andrew Spencer October 26, 2024",,Prepare,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=u2Wvbq6tntI
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-10-13,"Bro. Matt McClard October 13, 2024",,Into Our Place,Matt McClard,Matt McClard,https://www.youtube.com/watch?v=sR-VU839dgQ
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-10-12,"Bro. Matt McClard October 12, 2024",,Into Our Place,Matt McClard,Matt McClard,https://www.youtube.com/watch?v=JJ-QMrfN8SQ
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-09-22,"Bro. Ron Spencer September 22, 2024",,What,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=eoF4gSrf4sA
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-09-21,"Bro. Andrew Spencer September 21, 2024",,The Veiled,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=CtsHAGUu0kg
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-09-08,"Bro. Ron Spencer September 8, 2024",,Heres Your Card,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=dtc6JAtlo4w
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-08-25,"Bro. Ron Spencer August 25, 2024",,Expectation Of Exodus,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=OG0c9iIXFHM
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-08-18,"Bro. Ron Spencer August 18, 2024",,Dead Men Walking,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=QwPFUON24r8
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-08-17,"Bro Andrew Spencer August 17, 2024",,The Vision Of The Word,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=P0l1C135CaE
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-08-10,"Bro. Andrew Spencer August 10, 2024",,Hanging Onto Every Word,Andrew Spencer,Hanging Onto Every,https://www.youtube.com/watch?v=1COzAk_xSFA
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-08-04,"Bro Matt Spencer August 4, 2024",,Leadership,Matt Spencer,Matt Spencer,https://www.youtube.com/watch?v=Ja-RG0UDmoQ
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-07-28,"Bro. Ron Spencer July 28, 2024",,He Believed His Own Word,Ron Spencer,He Believed Own,https://www.youtube.com/watch?v=ZLBkb0dte2c
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-07-21,"Bro Ron Spencer July 21, 2024",,On The Mark,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=ithOBqC8bjA
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-07-20,"Bro Andrew Spencer July 20, 2024",,A Fresh,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=xoDWjQNeizg
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-07-14,"Bro. Ron Spencer July 14, 2024",,On The Mark,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=6z_Y5BG8PdQ
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-07-06,"Bro Andrew Spencer July 6, 2024",,A People For A Purpose,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=TIkFwqb89wE
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-06-30,"Bro. Ron Spencer June 30, 2024",,The Value Of Freedom; Who Holds Our Papers,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=D6uzE20Dc3U
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-06-22,"Bro Andrew Spencer June 22, 2024 - ""It's Matching Time""",Full Gospel Lighthouse Tabernacle,Andrew Spencer June,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=axUUcGtg3pE
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-06-15,"Bro. Andrew Spencer June 15, 2024",,The,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=vGB3GHcdZ5I
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-06-08,"Bro Andrew Spencer June 8, 2024",,Unhurt By The Supernatural,Andrew Spencer,Unhurt Supernatural,https://www.youtube.com/watch?v=gfF055dYgzU
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-06-02,"Bro. Aaron Oglesby June 2, 2024",,The Unseen Being Made Manifest,Aaron Oglesby,Unseen Being Made Manifest,https://www.youtube.com/watch?v=17APg4ONqfA
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-06-01,"Bro. Aaron Oglesby June 1, 2024",,Recognizing Your Opportunity,Aaron Oglesby,Aaron Oglesby,https://www.youtube.com/watch?v=64w4sb3TnSs
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-05-26,"Bro Ron Spencer May 26, 2024",,Last Time,Ron Spencer,Last Time,https://www.youtube.com/watch?v=aOXrfSIHgVM
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-05-25,"Bro Andrew Spencer May 25, 2024",,We Have The Answer To The Devils Question,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=cZ9-oil7s9k
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-05-18,"Bro. Andrew Spencer May 18, 2024",,The Understanding Of Sons,Andrew Spencer,Understanding Sons,https://www.youtube.com/watch?v=FL1V8znAjWI
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-05-12,"Bro Ronald Spencer May 12, 2024",,Grace,Ronald Spencer,Grace,https://www.youtube.com/watch?v=4P5Gk3arfDc
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-05-11,"Bro Andrew Spencer May 11, 2024",,Understanding Of Sons,Andrew Spencer,Understanding Sons,https://www.youtube.com/watch?v=DlxXpMHka6A
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-05-04,"Bro. Andrew Spencer May 4, 2024",,The Understanding Of Sons,Andrew Spencer,Understanding Sons,https://www.youtube.com/watch?v=JcxNjBGWnXk
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-04-21,"Bro. Matt Spencer April 21, 2024",,Leadership,Matt Spencer,Matt Spencer,https://www.youtube.com/watch?v=SKDTHJxw3fU
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-04-07,"Bro. Andrew Spencer April 7, 2024",,The Angel Goes Before You; Youre Victory Is For Sure,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=ptGkCuy0wZM
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-04-06,"Bro. Andrew Spencer April 06, 2024",,The Eleventh Commandment,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=UHZ23a40R9g
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-03-31,"Bro Andrew Spencer March 31, 2024",,The Dawning Of A,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=SKG2AfWnsTo
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-03-23,"Bro. Andrew Spencer March 23, 2024",,Rolling Away The Reproach; The Dawning Of A,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=R9CsShRx9_0
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-03-16,"Bro Michael Rae March 16, 2024",,In The Darkest Hour We Never Surrender,Michael Rae,Michael Rae,https://www.youtube.com/watch?v=qbLv__lKNIY
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-03-10,"Bro. Ron Spencer March 10, 2024",,The Player And His Instrument,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=fqAuuz2KCwA
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-03-09,"Bro. Andrew Spencer March 9, 2024",,The Wait,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=p1yD2taqk5E
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-03-03,"Bro Jason Jackson March 3, 2024",,The Book Of Remembrance Changed,Jason Jackson,Jason Jackson,https://www.youtube.com/watch?v=SxKDiA9dG2o
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-03-02,"Bro Jason Jackson March 2, 2024",,What,Jason Jackson,Jason Jackson,https://www.youtube.com/watch?v=pPuWctzCpOk
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-02-25,"Bro. Ron Spencer February 25, 2024",,Gods Symphony,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=E6fKVU7A3o4
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-02-18,"Bro Ron Spencer February 18, 2024",,Duel Of Our Challenge,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=FJIDfKq__fs
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-02-11,"Bro. Ron Spencer February 11, 2024",,The Duel Of Our Challenge,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=WSwsqS9kjdc
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-01-28,"Bro. Andrew Spencer January 28, 2024",,"Sincerity, The",Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=5NWOckQCFfQ
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-01-20,"Bro. Donny Reagan January 20, 2024",,Time Tested Memorials,Donny Reagan,Time Tested Memorials,https://www.youtube.com/watch?v=MnX8c4jC7V8
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-01-13,"Bro. Matt Spencer January 13, 2024",,The Evidence Of The Jubilee,Matt Spencer,Evidence Jubilee,https://www.youtube.com/watch?v=8LxVbHDnqDw
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2024-01-07,"Bro Ron Spencer January 7, 2024",,"Restored Eden, Gods Gathering",Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=UNtUwnZGryw
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-12-16,"Bro. Andrew Spencer December 16, 2023",,The Long Awaited For Departure,Andrew Spencer,Long Awaited Departure,https://www.youtube.com/watch?v=IBzApIY482M
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-12-10,"Bro Andrew Spencer December 10, 2023",,The Result Of The Vision,Andrew Spencer,Result Vision,https://www.youtube.com/watch?v=lg4UBBHoGYc
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-12-09,"Bro William Borlovan December 9, 2023",,Gods Will And Testament,William Borlovan,Gods Will,https://www.youtube.com/watch?v=SIQ3Sk-Agww
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-12-03,"Bro. Ron Spencer December 3, 2023",,Every Knee Shall Bow,Ron Spencer,Every Knee Shall Bow,https://www.youtube.com/watch?v=TSPPmuwPRTE
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-11-26,"Bro Ron Spencer November 26, 2023",,Every Knee Shall Bow,Ron Spencer,Every Knee Shall Bow,https://www.youtube.com/watch?v=ns5LePltrGU
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-11-25,"Bro Andrew Spencer November 25, 2023",,A Reason To Rejoice,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=QFx85Akh52A
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-11-18,"Bro. Andrew Spencer November 18, 2023",,The Paradox Of The Miraculous,Andrew Spencer,Paradox Miraculous,https://www.youtube.com/watch?v=Vp9AllqXpg8
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-11-12,"Bro Ron Spencer November 12, 2023",,Thy Word Is My Shield,Ron Spencer,Thy Shield,https://www.youtube.com/watch?v=TuXhhogodPg
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-11-11,"Bro Ron Spencer November 11, 2023",,Thy Word Is My Shield,Ron Spencer,Thy Shield,https://www.youtube.com/watch?v=Pz3r6HhsgMk
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-11-05,"Bro. Andrew Spencer November 5, 2023",,The Paradox Of His Promise,Andrew Spencer,Paradox Promise,https://www.youtube.com/watch?v=zE8Ipl3VlOo
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-11-04,"Bro. Andrew Spencer November 4, 2023",,The Gates Of Hell Shall Not Prevail,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=Xs1x1qGDssU
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-10-29,"Bro Ron Spencer October 29, 2023",,He Is Worthy Of All Praise,Ron Spencer,He Worthy All,https://www.youtube.com/watch?v=FBvA-boaqXs
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-10-28,"Bro George Quinn October 28, 2023",,The Life That I Now,George Quinn,Life That I Now,https://www.youtube.com/watch?v=xYcLn1ACovA
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-10-07,"Bro Andrew Spencer October 7, 2023",,Collision Of Atmospheres,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=1fKsiQzpsB4
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-10-01,"Bro Ron Spencer October 1, 2023",,Walking,Ron Spencer,Ron Spencer,https://www.youtube.com/watch?v=EUtPp_7rnjw
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-09-24,"Bro. Andrew Spencer September 24, 2023",,I Am Your Portion,Andrew Spencer,I Portion,https://www.youtube.com/watch?v=WvGfVGLKt3A
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-09-17,"Bro Ron Spencer September 17, 2023",,Do You Now Believe,Ron Spencer,Do You Now Believe,https://www.youtube.com/watch?v=cVPtPELmziE
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-09-10,"Bro. Ron Spencer September 10, 2023",,Moment Of The Miraculous,Ron Spencer,Moment Miraculous,https://www.youtube.com/watch?v=9pfJJeze7Rw
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-09-09,"Bro. Andrew Spencer September 9, 2023",,The Language Of The Quickened,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=TnUpJwc5UqU
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-09-03,"Bro. Donny Reagan September 3, 2023",,Bring Her Home Safely,Donny Reagan,Bring Home Safely,https://www.youtube.com/watch?v=upKPb9DxDiE
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-09-01,"Bro. Timothy Pruitt September 1, 2023",,"This Is Our Time, Our Jubilee",Timothy Pruitt,This Time,https://www.youtube.com/watch?v=uLfechs2jCg
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-08-27,"Bro. Ron Spencer August 27, 2023",,The Creative Cell From His Blood Line,Ron Spencer,Creative Cell Blood Line,https://www.youtube.com/watch?v=-qVVfTdfoD4
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-08-26,"Bro. Andrew Spencer August 26, 2023",,The Dynamics Is The Refreshing Of The,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=Jzn7mK5q4CA
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-08-20,"Bro. Ron Spencer August 20, 2023 Sampson",,Where Does Your Strength Lie,Ron Spencer,Where Does Strength Lie,https://www.youtube.com/watch?v=BBoEetpSuRI
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-08-19,"Bro Andrew Spencer August 19, 2023",,The Messengers of The Resurrection,Andrew Spencer,Andrew Spencer,https://www.youtube.com/watch?v=zNv3vkJ9XKg
ErroneousLabel,Full_Gospel_Lighthouse_Tabernacle_Summary.csv,2023-08-12,"Bro. Matt Spencer August 12, 2023",,Why Have A Friend Like,Matt Spencer,Matt Spencer,https://www.youtube.com/watch?v=fStB4chEq9k
